member_id,claim_id,claim_type,claim_amount,claim_timestamp,login_timestamp,account_age_months,previous_claims_30d,device_type,browser,operating_system,device_fingerprint,is_new_device,ip_address,country,multiple_ips_same_day,failed_login_attempts,is_unusual_hours,is_weekend,session_duration_min,distance_from_last_login_km,travel_velocity_kmh,impossible_travel,user_agent_anomaly_score,email_verified,phone_verified,two_fa_enabled,risk_score,label
NEST010022,CLM00000022,transfer,3196.68,2024-03-26 02:45:00,2024-03-26 02:24:00,30,1,tablet,Chrome,macOS,533f92fa,False,39.60.99.178,CA,1,0,True,False,33.3,165.44,16.14,False,0.025,True,True,False,38.11,legitimate
NEST010023,CLM00000023,account_change,0.0,2024-01-25 15:00:00,2024-01-25 14:05:00,79,6,mobile,Opera,Linux,3ad15bf4,True,205.155.230.57,NG,2,5,False,False,4.15,202.16,24.07,False,0.787,True,False,True,79.85,fraudulent
NEST010024,CLM00000024,withdrawal,13135.92,2023-03-27 20:27:00,2023-03-27 20:23:00,20,0,mobile,Edge,iOS,c1cf73f8,False,55.117.84.87,NL,1,1,False,False,10.97,40.95,6.37,False,0.216,False,True,True,32.34,legitimate
NEST010025,CLM00000025,withdrawal,9698.7,2023-09-11 06:53:00,2023-09-11 06:44:00,13,0,mobile,Chrome,Linux,25084cbc,False,243.56.120.180,DE,1,0,False,False,45.92,481.87,32.69,False,0.311,True,True,True,37.51,legitimate
NEST010026,CLM00000026,transfer,7309.13,2024-02-11 22:12:00,2024-02-11 21:56:00,16,2,desktop,Safari,Linux,cc094acd,False,207.31.204.252,UK,1,1,False,True,42.38,34.48,2.15,False,0.005,True,True,True,17.68,legitimate
NEST010027,CLM00000027,transfer,8938.65,2024-12-25 04:27:00,2024-12-25 04:09:00,23,2,tablet,Opera,Android,37754d4f,False,120.112.212.188,DE,1,0,True,False,54.08,43.33,2.16,False,0.098,True,True,True,6.0,legitimate
NEST010028,CLM00000028,withdrawal,4616.93,2024-05-14 06:22:00,2024-05-14 05:25:00,63,1,tablet,Safari,Linux,dd348c9a,False,3.133.243.49,US,1,1,False,False,44.53,379.08,31.64,False,0.258,True,True,True,12.76,legitimate
NEST010029,CLM00000029,transfer,6864.94,2024-11-10 18:23:00,2024-11-10 17:55:00,42,1,tablet,Opera,iOS,af6e7bbc,False,91.180.117.70,DE,1,0,False,True,47.14,157.77,9.04,False,0.38,True,True,False,14.68,legitimate
NEST010030,CLM00000030,account_change,0.0,2024-09-03 09:06:00,2024-09-03 08:47:00,65,0,desktop,Safari,macOS,627c5d2d,False,78.4.182.137,CA,1,0,False,False,16.31,348.71,25.82,False,0.347,True,True,True,21.43,legitimate
NEST010031,CLM00000031,withdrawal,2597.22,2023-02-22 08:55:00,2023-02-22 08:29:00,42,0,mobile,Chrome,Linux,86b0a6ae,False,162.176.14.39,CA,1,1,False,False,37.9,124.1,49.6,False,0.166,True,True,False,18.31,legitimate
NEST010032,CLM00000032,transfer,7641.81,2024-08-25 13:19:00,2024-08-25 12:31:00,48,2,desktop,Firefox,macOS,f0a16607,True,68.170.21.41,AU,1,0,False,True,44.47,204.26,48.88,False,0.188,True,True,True,35.09,legitimate
NEST010033,CLM00000033,withdrawal,21923.67,2023-09-28 20:37:00,2023-09-28 20:02:00,119,3,desktop,Firefox,iOS,af837358,True,212.37.19.16,NG,4,5,False,False,14.25,349.87,102.23,False,0.8,False,True,True,80.8,fraudulent
NEST010034,CLM00000034,transfer,10113.52,2023-01-27 02:14:00,2023-01-27 01:36:00,55,2,desktop,Safari,Linux,2a982d70,False,11.196.194.45,IE,1,1,True,False,39.27,90.74,4.12,False,0.254,True,True,True,16.67,legitimate
NEST010035,CLM00000035,withdrawal,5035.05,2023-12-04 13:44:00,2023-12-04 12:51:00,43,1,tablet,Chrome,Android,ac316a5c,False,23.81.65.83,US,1,1,False,False,10.06,412.46,19.81,False,0.348,True,True,True,26.79,legitimate
NEST010036,CLM00000036,transfer,2006.65,2023-02-22 06:17:00,2023-02-22 05:48:00,47,1,tablet,Edge,Windows,3c35c51e,False,8.250.162.156,AU,1,1,False,False,14.66,276.13,20.54,False,0.397,True,True,True,34.13,legitimate
NEST010037,CLM00000037,account_change,0.0,2023-10-26 16:45:00,2023-10-26 15:51:00,29,1,mobile,Edge,macOS,3c55fdbe,False,117.142.38.99,AU,1,0,False,False,49.5,138.12,6.64,False,0.166,True,True,False,14.9,legitimate
NEST010038,CLM00000038,account_change,0.0,2024-08-16 21:31:00,2024-08-16 21:02:00,67,0,tablet,Edge,iOS,08f8f7bf,False,86.142.196.140,NL,1,1,False,False,21.94,490.39,23.42,False,0.153,True,True,True,21.55,legitimate
NEST010039,CLM00000039,transfer,7998.22,2024-01-31 21:50:00,2024-01-31 21:18:00,64,0,desktop,Firefox,Linux,c0cff8fc,False,248.152.85.223,US,1,1,False,False,10.77,455.22,160.11,False,0.058,True,False,True,32.35,legitimate
NEST010040,CLM00000040,account_change,0.0,2024-12-10 12:41:00,2024-12-10 11:46:00,17,1,tablet,Opera,Android,b7ac5a74,False,245.82.161.184,IE,1,0,False,False,44.22,117.39,7.82,False,0.115,True,True,False,31.61,legitimate
NEST010041,CLM00000041,withdrawal,13647.94,2024-03-30 05:44:00,2024-03-30 05:23:00,31,0,desktop,Safari,iOS,0d124eeb,False,96.111.38.63,NL,1,0,True,True,53.54,39.48,8.78,False,0.248,True,False,True,21.14,legitimate
NEST010042,CLM00000042,transfer,5850.41,2024-11-13 00:57:00,2024-11-13 00:13:00,63,1,tablet,Firefox,Windows,c39866e5,False,114.242.89.253,DE,1,1,True,False,25.11,228.42,13.66,False,0.4,True,True,True,17.56,legitimate
NEST010043,CLM00000043,account_change,0.0,2023-10-30 00:53:00,2023-10-30 00:35:00,54,1,desktop,Opera,Windows,137d3236,False,234.156.191.128,DE,1,0,True,False,41.83,176.16,11.93,False,0.248,True,True,True,34.34,legitimate
NEST010044,CLM00000044,account_change,0.0,2024-10-23 01:19:00,2024-10-23 01:16:00,62,1,tablet,Safari,macOS,65527b32,True,24.233.76.84,NL,1,0,True,False,28.29,438.23,23.09,False,0.201,True,True,False,38.05,legitimate
NEST010045,CLM00000045,transfer,2118.71,2023-12-13 03:29:00,2023-12-13 02:33:00,16,0,tablet,Edge,Linux,149317cd,False,94.24.203.102,UK,1,0,True,False,43.62,336.41,30.07,False,0.234,True,False,True,13.18,legitimate
NEST010046,CLM00000046,account_change,0.0,2023-12-02 19:14:00,2023-12-02 18:15:00,100,6,tablet,Safari,Android,2e30b736,True,30.36.12.243,RO,3,6,False,True,11.66,335.24,90.9,False,0.978,False,False,True,80.37,fraudulent
NEST010047,CLM00000047,transfer,15431.74,2024-09-22 13:17:00,2024-09-22 13:01:00,3,6,mobile,Chrome,iOS,95d5a8f8,True,140.231.251.166,RO,2,8,False,True,10.31,7121.06,358.41,False,0.988,True,True,False,89.67,fraudulent
NEST010048,CLM00000048,account_change,0.0,2023-08-01 18:13:00,2023-08-01 17:51:00,64,0,desktop,Opera,Windows,d26f5c88,False,71.220.252.38,CA,1,0,False,False,16.59,433.22,140.51,False,0.143,True,True,True,14.29,legitimate
NEST010049,CLM00000049,transfer,5976.83,2024-06-22 03:47:00,2024-06-22 03:14:00,16,1,tablet,Chrome,Android,aab2582b,False,129.57.243.158,UK,1,1,True,True,13.04,482.01,42.79,False,0.192,True,True,True,36.84,legitimate
NEST010050,CLM00000050,withdrawal,36851.11,2023-11-26 19:09:00,2023-11-26 18:33:00,3,7,tablet,Safari,Android,44b0d64a,True,255.153.136.76,BG,2,8,False,True,13.25,275.67,17.35,False,0.772,False,False,False,79.97,fraudulent
NEST010051,CLM00000051,transfer,4804.46,2024-03-13 10:42:00,2024-03-13 09:58:00,28,0,mobile,Chrome,Windows,761740e5,False,213.22.24.111,US,1,1,False,False,39.32,278.19,14.21,False,0.225,True,True,True,28.29,legitimate
NEST010052,CLM00000052,account_change,0.0,2023-02-22 09:38:00,2023-02-22 09:31:00,31,1,tablet,Opera,macOS,cddb9a99,False,40.169.124.58,US,1,1,False,False,21.31,139.28,43.53,False,0.172,True,True,True,28.62,legitimate
NEST010053,CLM00000053,account_change,0.0,2024-11-04 22:17:00,2024-11-04 21:59:00,13,0,tablet,Safari,iOS,381608c7,False,90.2.47.223,CA,1,1,False,False,58.59,370.48,173.51,False,0.037,True,True,True,10.51,legitimate
NEST010054,CLM00000054,transfer,1105.0,2024-08-04 19:05:00,2024-08-04 18:16:00,68,0,tablet,Chrome,Windows,4cc1d8ce,False,70.114.170.109,IE,1,1,False,True,15.69,377.47,54.55,False,0.172,True,True,True,28.35,legitimate
NEST010055,CLM00000055,transfer,29183.74,2024-09-05 01:00:00,2024-09-05 00:41:00,2,5,mobile,Chrome,Windows,4d44435a,True,128.192.111.45,BG,4,2,True,False,7.98,218.11,22.19,False,0.631,False,False,False,86.0,fraudulent
NEST010056,CLM00000056,transfer,11397.56,2023-01-22 10:10:00,2023-01-22 09:16:00,63,1,tablet,Safari,Windows,4c207234,False,112.217.28.63,NL,1,0,False,True,26.98,155.14,15.83,False,0.133,True,True,True,22.85,legitimate
NEST010057,CLM00000057,transfer,9872.93,2023-12-26 23:52:00,2023-12-26 23:45:00,53,0,desktop,Safari,macOS,24da073c,True,45.155.40.195,US,1,1,True,False,38.97,281.87,24.72,False,0.272,True,True,False,16.31,legitimate
NEST010058,CLM00000058,transfer,5585.39,2023-06-04 14:04:00,2023-06-04 13:13:00,42,1,mobile,Opera,Windows,212f429c,False,91.130.19.80,IE,1,0,False,True,42.23,143.54,15.66,False,0.391,True,True,True,25.31,legitimate
NEST010059,CLM00000059,account_change,0.0,2023-02-12 14:58:00,2023-02-12 14:16:00,63,2,desktop,Safari,Linux,c4d0771b,False,122.129.39.246,UK,1,1,False,True,42.31,42.16,1.79,False,0.016,True,False,True,26.34,legitimate
NEST010060,CLM00000060,transfer,8307.32,2024-02-01 13:49:00,2024-02-01 12:58:00,33,0,tablet,Safari,Windows,3f437889,False,85.25.143.174,NL,1,0,False,False,17.07,291.37,34.96,False,0.14,False,True,True,25.83,legitimate
NEST010061,CLM00000061,transfer,4277.48,2024-07-26 12:41:00,2024-07-26 11:58:00,62,0,tablet,Opera,Windows,36b33d5f,True,166.172.109.131,FR,1,1,False,False,57.38,107.1,22.61,False,0.195,True,True,True,34.55,legitimate
NEST010062,CLM00000062,account_change,0.0,2024-06-23 01:42:00,2024-06-23 01:03:00,5,4,mobile,Firefox,macOS,cd655f5e,True,47.213.178.198,CN,2,5,True,True,9.94,484.79,53.5,False,0.901,False,True,False,94.14,fraudulent
NEST010063,CLM00000063,withdrawal,7463.52,2024-01-12 21:36:00,2024-01-12 20:46:00,40,1,mobile,Opera,Linux,abd7c38d,False,108.248.42.210,AU,1,0,False,False,34.03,26.09,1.24,False,0.148,True,True,True,9.36,legitimate
NEST010064,CLM00000064,withdrawal,18209.97,2023-10-07 14:57:00,2023-10-07 14:04:00,4,4,mobile,Safari,Windows,df9ae426,False,107.14.102.129,RO,4,3,False,True,10.45,419.59,360.96,False,0.917,True,True,False,87.4,fraudulent
NEST010065,CLM00000065,account_change,0.0,2024-04-25 14:39:00,2024-04-25 14:37:00,12,0,mobile,Firefox,macOS,4235ff12,True,141.241.187.156,NL,1,1,False,False,21.92,60.92,10.01,False,0.256,True,True,False,22.49,legitimate
NEST010066,CLM00000066,account_change,0.0,2024-06-11 18:15:00,2024-06-11 17:56:00,57,0,mobile,Chrome,Linux,c84d87a8,False,91.62.147.107,CA,1,0,False,False,57.67,180.3,14.08,False,0.218,True,True,True,35.57,legitimate
NEST010067,CLM00000067,transfer,18620.06,2024-01-18 08:47:00,2024-01-18 08:04:00,1,8,tablet,Chrome,Linux,754a1767,True,189.194.86.35,BG,3,8,False,False,10.21,347.69,18.48,False,0.925,True,False,False,77.34,fraudulent
NEST010068,CLM00000068,withdrawal,49619.29,2023-02-12 10:59:00,2023-02-12 10:28:00,4,7,mobile,Chrome,macOS,2bf930e9,True,74.92.221.200,NG,4,5,False,True,7.03,447.32,20.9,False,0.989,False,False,False,82.98,fraudulent
NEST010069,CLM00000069,account_change,0.0,2024-03-10 02:27:00,2024-03-10 01:52:00,50,0,mobile,Safari,Windows,4f67ebdc,False,21.84.170.76,DE,1,1,True,True,32.36,221.95,50.26,False,0.291,True,True,True,27.38,legitimate
NEST010070,CLM00000070,withdrawal,6086.36,2023-03-18 21:40:00,2023-03-18 20:56:00,37,2,desktop,Chrome,macOS,f2c0f5f3,True,218.156.174.201,IE,1,0,False,True,28.11,322.58,53.36,False,0.38,True,True,True,17.98,legitimate
NEST010071,CLM00000071,withdrawal,6572.48,2024-08-10 04:33:00,2024-08-10 04:15:00,35,2,desktop,Chrome,Windows,769d33ed,False,189.48.128.133,NL,1,0,True,True,32.31,130.14,19.57,False,0.399,True,False,True,9.29,legitimate
NEST010072,CLM00000072,transfer,9820.9,2023-06-26 22:28:00,2023-06-26 21:45:00,17,1,mobile,Chrome,Linux,1f6abf52,False,139.75.229.77,CA,1,0,False,False,16.07,254.38,13.28,False,0.08,True,True,True,24.39,legitimate
NEST010073,CLM00000073,account_change,0.0,2023-05-13 19:56:00,2023-05-13 19:36:00,17,0,mobile,Edge,Linux,763aa850,True,106.197.105.211,US,1,1,False,True,44.01,224.99,14.43,False,0.138,True,True,True,11.37,legitimate
NEST010074,CLM00000074,transfer,6458.17,2024-05-29 01:53:00,2024-05-29 01:42:00,19,1,desktop,Safari,macOS,9c58af50,False,89.243.241.133,DE,1,1,True,False,23.72,478.18,93.52,False,0.25,True,True,True,25.71,legitimate
NEST010075,CLM00000075,withdrawal,9471.94,2024-11-05 19:46:00,2024-11-05 19:43:00,69,2,desktop,Chrome,Windows,4dde9b72,False,243.165.198.148,DE,1,1,False,False,54.45,15.14,1.01,False,0.218,True,True,True,33.26,legitimate
NEST010076,CLM00000076,transfer,5555.46,2023-03-16 22:03:00,2023-03-16 21:33:00,22,1,desktop,Safari,Linux,ae4a9b13,False,37.81.221.184,FR,1,1,False,False,28.53,65.38,2.79,False,0.225,True,True,True,13.68,legitimate
NEST010077,CLM00000077,transfer,30336.95,2024-01-29 19:26:00,2024-01-29 18:39:00,2,7,mobile,Firefox,macOS,e6e61a62,True,128.255.132.120,NG,2,5,False,False,6.59,107.57,8.69,False,0.62,False,False,False,81.76,fraudulent
NEST010078,CLM00000078,withdrawal,11185.11,2024-03-17 04:56:00,2024-03-17 04:32:00,28,1,desktop,Edge,Windows,757cf4b2,True,146.144.50.93,DE,1,1,True,True,59.45,139.86,7.57,False,0.272,True,False,True,32.82,legitimate
NEST010079,CLM00000079,transfer,5115.95,2023-05-28 06:38:00,2023-05-28 06:35:00,44,0,desktop,Firefox,iOS,b2e19e72,False,206.122.133.117,CA,1,0,False,True,18.13,306.53,37.35,False,0.396,True,True,True,33.99,legitimate
NEST010080,CLM00000080,account_change,0.0,2024-07-30 09:30:00,2024-07-30 09:06:00,64,0,mobile,Chrome,Android,4ad4001c,False,150.79.204.231,UK,1,1,False,False,48.81,391.45,16.85,False,0.231,True,True,True,27.02,legitimate
NEST010081,CLM00000081,transfer,7084.56,2023-06-01 21:15:00,2023-06-01 21:07:00,14,2,desktop,Chrome,Android,03938c73,False,81.108.39.106,AU,1,1,False,False,13.11,367.92,17.51,False,0.055,True,True,True,23.39,legitimate
NEST010082,CLM00000082,withdrawal,5960.02,2024-04-15 17:21:00,2024-04-15 16:37:00,46,2,tablet,Safari,Linux,55d29ce9,False,124.50.246.64,DE,1,0,False,False,48.56,491.13,21.71,False,0.282,True,True,True,24.62,legitimate
NEST010083,CLM00000083,account_change,0.0,2023-10-08 09:07:00,2023-10-08 08:32:00,48,2,mobile,Edge,iOS,255c5680,True,245.198.206.38,DE,1,0,False,True,22.82,221.19,25.6,False,0.192,True,True,False,29.37,legitimate
NEST010084,CLM00000084,account_change,0.0,2024-08-23 07:15:00,2024-08-23 06:17:00,15,2,tablet,Firefox,macOS,654d3603,True,14.26.106.85,IE,1,0,False,False,56.45,275.18,442.57,False,0.163,True,True,True,11.98,legitimate
NEST010085,CLM00000085,transfer,9340.34,2023-10-20 20:03:00,2023-10-20 19:26:00,70,2,desktop,Opera,Windows,9417e251,False,234.236.45.107,CA,1,0,False,False,34.77,198.5,8.29,False,0.375,False,False,False,5.32,legitimate
NEST010086,CLM00000086,withdrawal,8606.21,2023-12-10 09:29:00,2023-12-10 08:32:00,53,1,desktop,Opera,Android,66b0dca0,True,70.50.208.29,FR,1,1,False,True,10.7,359.3,22.83,False,0.135,True,True,True,26.38,legitimate
NEST010087,CLM00000087,transfer,5109.58,2024-03-13 16:20:00,2024-03-13 16:08:00,17,0,desktop,Edge,iOS,9b1052d7,False,240.64.2.67,NL,1,1,False,False,46.14,150.97,6.59,False,0.005,True,True,True,9.14,legitimate
NEST010088,CLM00000088,transfer,10709.72,2024-12-03 16:59:00,2024-12-03 16:14:00,69,1,desktop,Safari,iOS,9f66a5ff,False,158.57.57.246,CA,1,1,False,False,30.79,302.87,16.76,False,0.22,True,True,True,12.64,legitimate
NEST010089,CLM00000089,account_change,0.0,2023-03-25 16:28:00,2023-03-25 16:04:00,45,2,desktop,Opera,Windows,2b3bbdcb,False,16.213.141.232,AU,1,0,False,True,32.09,427.24,97.84,False,0.272,True,True,False,20.59,legitimate
NEST010090,CLM00000090,withdrawal,31183.24,2024-06-09 13:29:00,2024-06-09 12:42:00,5,5,desktop,Edge,iOS,92d4d61e,True,210.1.191.56,RU,2,6,False,True,14.14,34.51,1.45,False,0.613,False,False,False,94.46,fraudulent
NEST010091,CLM00000091,transfer,11046.82,2024-01-19 12:28:00,2024-01-19 12:03:00,67,1,desktop,Opera,macOS,5166a448,False,168.221.90.31,CA,1,1,False,False,21.13,363.93,28.15,False,0.001,True,True,True,24.06,legitimate
NEST010092,CLM00000092,withdrawal,4859.1,2023-09-11 14:22:00,2023-09-11 13:33:00,21,2,desktop,Chrome,Android,edf6097a,False,158.197.240.227,UK,1,0,False,False,39.89,16.79,5.85,False,0.281,True,True,True,13.2,legitimate
NEST010093,CLM00000093,withdrawal,12421.01,2023-05-24 16:18:00,2023-05-24 15:41:00,26,2,mobile,Opera,Linux,c1ca7d32,False,198.173.210.83,AU,1,0,False,False,30.68,260.63,11.01,False,0.11,True,True,False,11.13,legitimate
NEST010094,CLM00000094,account_change,0.0,2024-05-22 01:22:00,2024-05-22 00:39:00,72,2,mobile,Opera,iOS,264e5e1b,False,179.107.105.39,DE,1,1,True,False,52.88,112.67,18.28,False,0.058,True,True,True,19.58,legitimate
NEST010095,CLM00000095,transfer,7937.12,2023-09-06 08:13:00,2023-09-06 07:18:00,33,1,mobile,Chrome,Linux,4ab4d484,False,186.213.49.14,DE,1,0,False,False,48.08,94.08,4.47,False,0.29,True,True,False,16.65,legitimate
NEST010096,CLM00000096,withdrawal,11456.31,2023-08-05 06:47:00,2023-08-05 05:48:00,19,1,desktop,Opera,macOS,afeedd9c,False,102.235.62.142,FR,1,1,False,True,25.42,324.36,28.31,False,0.144,True,True,False,30.28,legitimate
NEST010097,CLM00000097,transfer,1025.73,2023-07-28 11:20:00,2023-07-28 10:32:00,38,0,desktop,Chrome,iOS,391cc6af,False,142.240.150.149,NL,1,0,False,False,51.67,189.92,23.02,False,0.2,True,True,True,33.76,legitimate
NEST010098,CLM00000098,account_change,0.0,2024-05-17 14:10:00,2024-05-17 13:59:00,58,1,desktop,Opera,Android,da929869,False,48.235.228.139,UK,1,0,False,False,48.22,334.11,14.71,False,0.165,True,True,False,5.32,legitimate
NEST010099,CLM00000099,transfer,11239.89,2023-03-03 19:40:00,2023-03-03 18:57:00,54,1,mobile,Chrome,Windows,5559a365,False,137.142.106.4,UK,1,1,False,False,35.11,143.34,10.95,False,0.279,True,False,True,37.13,legitimate
NEST010100,CLM00000100,withdrawal,12413.0,2023-07-16 19:33:00,2023-07-16 18:42:00,28,1,mobile,Chrome,iOS,123c4110,False,246.104.118.145,AU,1,0,False,True,14.03,414.03,54.84,False,0.397,True,True,True,18.2,legitimate
NEST010101,CLM00000101,account_change,0.0,2023-01-10 22:10:00,2023-01-10 21:15:00,17,1,mobile,Safari,Linux,30485f81,False,251.220.250.25,UK,1,1,False,False,44.22,462.08,67.25,False,0.112,True,True,True,34.76,legitimate
NEST010102,CLM00000102,withdrawal,28940.36,2024-08-24 04:48:00,2024-08-24 04:28:00,112,3,desktop,Opera,macOS,01b48da1,True,146.214.218.100,BG,3,8,True,True,14.67,250.4,10.55,False,0.621,False,False,False,89.23,fraudulent
NEST010103,CLM00000103,transfer,9510.8,2023-12-01 00:40:00,2023-12-01 00:08:00,29,1,desktop,Safari,Linux,328a9b6c,True,241.97.111.48,NL,1,1,True,False,14.1,356.55,18.52,False,0.062,True,True,False,16.08,legitimate
NEST010104,CLM00000104,withdrawal,19637.75,2023-11-12 14:23:00,2023-11-12 13:55:00,66,4,mobile,Opera,Linux,84ce77a3,True,132.105.27.7,BG,4,8,False,True,3.1,8878.0,929.33,False,0.96,False,False,False,74.24,fraudulent
NEST010105,CLM00000105,withdrawal,3043.09,2023-10-03 09:17:00,2023-10-03 08:49:00,43,0,mobile,Edge,iOS,281795e5,False,124.201.20.93,DE,1,1,False,False,15.35,97.77,6.76,False,0.122,True,True,True,33.14,legitimate
NEST010106,CLM00000106,transfer,3955.01,2024-03-16 20:38:00,2024-03-16 19:53:00,20,2,desktop,Edge,iOS,0dd8a3ba,False,46.247.102.248,FR,1,1,False,True,26.29,390.99,16.82,False,0.112,True,True,False,11.99,legitimate
NEST010107,CLM00000107,withdrawal,11180.99,2024-11-29 17:01:00,2024-11-29 16:47:00,72,2,mobile,Safari,Windows,2d158b65,False,210.218.204.204,NL,1,0,False,False,42.93,121.01,7.87,False,0.286,True,True,False,21.77,legitimate
NEST010108,CLM00000108,account_change,0.0,2024-12-09 13:34:00,2024-12-09 12:49:00,14,1,tablet,Opera,Windows,62c2b61d,True,28.197.64.169,FR,1,0,False,False,42.34,322.52,23.48,False,0.387,True,True,True,8.45,legitimate
